14916770;563;650;552;585;523;600;
14916771;610;748;748;702;702;491;
14916772;565;623;599;507;525;494;
14916773;642;745;744;700;485;643;
14916774;624;582;631;568;477;496;
14916775;508;606;671;585;480;719;
14916776;750;655;717;747;606;708;
14916777;488;736;581;612;532;631;
14916778;672;739;625;665;689;675;
14916779;558;562;546;714;695;589;
14916780;499;728;720;695;563;725;
14916781;703;562;629;709;599;524;
14916782;667;652;549;497;553;607;
14916783;693;750;635;607;665;573;
14916784;532;512;700;603;475;645;
14916785;717;499;622;726;483;750;
14916786;740;711;602;658;710;726;
14916787;707;626;627;546;688;705;
14916788;718;630;705;602;486;659;
14916789;701;583;696;650;476;736;
14916790;544;482;484;732;734;532;
14916791;731;723;532;582;631;491;
14916792;557;627;642;749;698;579;
14916793;704;665;498;698;557;550;
14916794;646;507;658;591;722;659;
14916795;576;556;667;625;537;690;
14916796;682;517;662;739;625;582;
14916797;520;747;499;687;510;722;
14916798;556;739;677;619;726;483;
14916799;694;621;555;642;501;566;
14916800;590;602;647;546;516;709;
14916801;485;487;516;713;515;706;
14916802;544;560;702;568;497;737;
14916803;580;618;489;546;486;504;
14916804;594;746;650;714;637;716;
14916805;529;476;607;702;548;648;
14916806;700;598;660;741;560;741;
14916807;696;670;550;688;487;612;
14916808;674;632;519;729;743;531;
14916809;522;586;566;738;549;728;
14916810;703;644;493;560;595;606;
14916811;733;584;730;683;575;579;
14916812;673;520;498;512;733;511;
14916813;650;697;708;694;715;701;
14916814;514;486;576;605;749;691;
14916815;622;702;584;681;551;744;
14916816;576;533;577;595;505;677;
14916817;700;743;487;723;505;509;
14916818;523;720;495;521;703;735;
14916819;747;743;511;612;637;509;
14916820;552;549;500;701;479;576;
14916821;694;620;675;561;741;705;
14916822;527;690;738;539;702;492;
14916823;614;475;501;634;561;729;
14916824;619;557;721;655;694;648;
14916825;729;536;722;479;486;490;
14916826;620;746;635;544;556;625;
14916827;539;608;604;526;713;556;
14916828;583;576;596;609;735;682;
14916829;587;643;528;598;587;511;
14916830;495;606;572;506;610;624;
14916831;521;519;619;681;589;700;
14916832;596;693;597;489;744;559;
14916833;610;576;660;495;750;685;
14916834;742;626;577;519;749;730;
14916835;596;533;585;733;564;484;
14916836;606;610;528;750;581;682;
14916837;739;702;624;586;480;617;
14916838;670;616;482;620;636;481;
14916839;554;628;633;696;712;671;
14916840;715;557;730;549;540;583;
14916841;558;671;719;652;711;589;
14916842;583;699;580;733;534;585;
14916843;639;730;726;647;639;652;
14916844;693;482;529;615;703;490;
14916845;536;708;573;555;506;678;
14916846;663;590;598;671;531;558;
14916847;509;639;507;614;621;606;
14916848;725;550;625;700;722;513;
14916849;601;704;520;695;569;513;
14916850;475;670;746;613;514;541;
14916851;540;702;696;703;623;476;
14916852;551;657;641;623;521;551;
14916853;478;535;626;629;524;637;
14916854;707;691;631;517;635;489;
14916855;555;635;684;590;497;723;
14916856;656;602;714;642;555;586;
14916857;643;631;533;573;503;619;
14916858;650;546;679;565;700;728;
14916859;492;657;708;648;699;593;
14916860;662;543;517;635;698;580;
14916861;647;643;707;610;534;511;
14916862;486;703;707;584;525;735;
14916863;728;740;531;696;555;520;
14916864;713;612;742;671;509;730;
14916865;553;736;522;595;620;509;
14916866;700;556;678;697;731;501;
14916867;733;506;729;730;615;544;
14916868;478;632;573;534;617;693;
14916869;620;580;554;611;540;628;
14916870;631;658;613;718;502;522;
14916871;477;492;603;680;714;624;
14916872;746;736;655;489;715;560;
14916873;558;719;717;696;542;584;
14916874;639;727;729;482;628;558;
14916875;636;508;741;498;475;532;
14916876;586;477;549;714;722;552;
14916877;627;718;578;532;732;582;
14916878;617;579;590;623;524;698;
14916879;496;728;674;750;736;551;
14916880;597;621;584;587;684;585;
14916881;685;519;627;483;523;599;
14916882;601;675;606;744;496;587;
14916883;575;638;731;691;511;544;
14916884;638;572;522;601;572;507;
14916885;678;734;693;511;611;626;
14916886;661;545;671;538;593;719;
14916887;702;719;683;557;712;705;
14916888;709;577;592;689;517;668;
14916889;522;720;490;569;570;627;
14916890;641;537;650;623;614;510;
14916891;499;564;580;735;627;699;
14916892;703;618;667;675;740;669;
14916893;629;698;495;747;676;577;
14916894;704;724;586;483;582;721;
14916895;675;513;508;575;661;687;
14916896;610;685;500;716;709;693;
14916897;664;661;560;620;626;590;
14916898;578;504;577;638;540;543;
14916899;740;494;556;615;542;663;
14916900;626;743;701;699;567;652;
14916901;635;702;586;700;707;545;
14916902;642;620;495;492;530;646;
14916903;607;633;716;709;521;505;
14916904;501;550;524;582;731;592;
14916905;535;606;624;525;594;716;
14916906;702;478;707;578;703;664;
14916907;688;635;573;748;652;628;
14916908;684;508;551;649;506;637;
14916909;679;573;476;493;720;496;
14916910;650;544;667;523;595;510;
14916911;488;586;513;720;689;506;
14916912;633;666;666;496;664;567;
14916913;649;597;640;489;535;711;
14916914;691;739;573;693;481;543;
14916915;478;656;652;671;704;496;
14916916;706;481;648;509;727;626;
14916917;540;649;542;495;670;495;
14916918;627;609;657;556;623;717;
14916919;556;604;745;655;546;516;
14916920;487;549;697;664;509;691;
14916921;726;741;737;623;499;477;
14916922;538;604;652;645;664;611;
14916923;665;540;745;571;621;658;
14916924;577;702;551;572;646;622;
14916925;613;658;736;599;572;535;
14916926;579;587;525;566;499;589;
14916927;568;562;482;509;733;671;
14916928;646;687;736;680;548;646;
14916929;627;650;637;703;511;573;
14916930;614;689;480;640;578;617;
14916931;700;682;729;514;537;517;
14916932;628;631;605;635;705;627;
14916933;595;600;563;620;570;636;
14916934;515;722;576;717;715;612;
14916935;539;578;591;585;507;694;
14916936;727;732;625;746;495;688;
14916937;512;688;608;682;572;562;
14916938;558;732;728;647;601;547;
14916939;572;681;558;673;648;522;
14916940;575;476;666;691;626;738;
14916941;634;603;720;548;638;504;
14916942;485;715;718;658;647;579;
14916943;746;494;561;487;706;687;
14916944;559;528;618;682;490;555;
14916945;494;590;596;725;570;748;
14916946;712;493;640;681;567;527;
14916947;475;617;491;718;525;703;
14916948;586;560;723;672;572;678;
14916949;649;696;495;556;667;511;
14916950;636;686;666;521;660;526;
14916951;518;622;544;683;592;636;
14916952;499;632;543;556;599;633;
14916953;548;711;482;520;672;579;
14916954;488;570;564;508;651;480;
14916955;584;576;732;500;623;641;
14916956;551;706;552;660;679;710;
14916957;586;703;591;654;548;480;
14916958;536;622;480;543;707;677;
14916959;687;720;537;540;518;477;
14916960;585;627;619;566;692;491;
14916961;497;532;486;574;718;690;
14916962;573;593;683;730;496;480;
14916963;735;597;627;504;705;584;
14916964;706;681;593;532;746;636;
14916965;575;580;553;719;672;494;
14916966;735;694;592;510;557;599;
14916967;726;696;717;658;675;738;
14916968;663;699;624;580;728;578;
14916969;689;683;508;571;505;503;
14916970;733;605;648;535;573;609;
14916971;594;597;592;711;632;715;
14916972;559;607;660;525;554;584;
14916973;552;743;532;701;612;509;
14916974;568;590;481;601;686;551;
14916975;669;708;681;607;492;503;
14916976;741;652;665;583;652;547;
14916977;547;737;719;496;551;563;
14916978;605;669;555;702;659;732;
14916979;500;477;571;506;643;506;
14916980;583;562;740;553;694;521;
14916981;622;724;698;536;596;640;
14916982;648;708;666;657;729;506;
14916983;745;583;700;589;574;609;
14916984;570;599;651;666;671;543;
14916985;737;503;670;726;621;653;
14916986;537;492;627;524;554;748;
14916987;689;491;706;604;673;724;
14916988;636;707;597;585;545;696;
14916989;483;680;585;659;595;505;
14916990;492;622;573;687;597;719;
14916991;590;659;737;742;749;580;
14916992;503;687;636;498;541;559;
14916993;748;742;555;594;616;626;
14916994;579;665;595;689;573;716;
14916995;719;590;587;541;567;749;
14916996;550;682;698;576;713;696;
14916997;681;741;672;566;529;502;
14916998;690;526;493;535;685;635;
14916999;726;513;589;570;492;687;
14917000;575;736;567;727;567;659;
14917001;490;642;630;713;507;592;
14917002;698;713;622;619;568;676;
14917003;687;548;491;705;608;701;
14917004;629;623;504;743;718;521;
14917005;720;543;546;576;559;638;
14917006;524;574;569;679;536;601;
14917007;560;523;603;707;708;737;
14917008;633;644;574;649;638;747;
14917009;640;517;619;709;549;626;
14917010;479;558;694;590;659;503;
14917011;478;708;602;612;676;704;
14917012;503;485;476;671;718;749;
14917013;697;640;642;520;578;530;
14917014;556;507;612;740;741;686;
14917015;616;509;494;559;625;718;
14917016;627;668;676;519;569;641;
14917017;512;597;652;553;558;659;
14917018;552;544;548;719;630;651;
14917019;538;711;724;675;701;714;
14917020;611;566;749;670;690;663;
14917021;637;607;580;602;651;674;
14917022;533;728;561;710;530;684;
14917023;618;607;477;731;616;632;
14917024;671;679;633;644;604;583;
14917025;648;504;714;686;699;693;
14917026;598;625;549;743;517;489;
14917027;706;575;742;556;574;522;
14917028;489;717;694;532;737;559;
14917029;729;697;488;611;591;617;
14917030;483;528;646;722;739;634;
14917031;665;586;548;503;618;590;
14917032;518;573;690;549;655;513;
14917033;636;709;519;580;490;545;
14917034;664;745;492;717;605;648;
14917035;583;614;701;518;625;729;
14917036;717;579;604;515;608;747;
14917037;670;691;569;650;489;513;
14917038;728;651;748;537;480;527;
14917039;607;709;521;664;676;692;
14917040;601;548;595;591;632;509;
14917041;569;598;614;698;678;747;
14917042;734;598;687;593;537;741;
14917043;631;514;641;668;576;646;
14917044;721;749;645;531;662;570;
14917045;512;513;683;632;669;564;
14917046;707;488;728;570;475;695;
14917047;606;735;582;582;617;644;
14917048;572;497;684;739;731;509;
14917049;674;741;507;568;521;735;
14917050;703;599;537;676;520;731;
14917051;529;476;744;506;571;509;
14917052;491;742;533;598;573;675;
14917053;492;671;737;701;659;717;
14917054;499;622;747;572;480;558;
14917055;556;748;682;658;673;727;
14917056;638;728;729;672;523;589;
14917057;706;539;581;528;663;679;
14917058;728;720;639;714;670;587;
14917059;721;734;735;717;555;740;
14917060;524;676;501;731;583;700;
14917061;748;511;677;490;748;489;
14917062;604;703;554;750;480;506;
14917063;719;497;475;607;736;710;
14917064;720;746;693;704;713;538;
14917065;733;486;739;483;507;612;
14917066;748;504;688;714;519;685;
14917067;729;688;677;532;728;722;
14917068;563;696;744;603;552;493;
14917069;562;521;489;544;514;727;
14917070;607;536;502;636;585;534;
14917071;537;582;603;750;546;687;
14917072;684;524;665;650;621;642;
14917073;621;749;587;614;601;704;
14917074;632;728;475;646;521;554;
14917075;662;654;616;690;579;726;
14917076;513;641;557;682;680;668;
14917077;658;653;717;572;552;587;
14917078;739;698;585;615;601;475;
14917079;569;522;728;609;734;499;
14917080;728;645;718;593;624;586;
14917081;608;703;516;731;634;485;
14917082;648;541;663;655;679;504;
14917083;491;707;491;642;572;657;
14917084;682;706;704;660;604;687;
14917085;724;581;622;731;740;495;
14917086;606;597;723;647;617;646;
14917087;657;515;713;609;695;681;
14917088;678;475;637;694;682;734;
14917089;600;654;729;593;603;622;
14917090;530;576;729;677;596;718;
14917091;737;491;604;750;663;747;
14917092;645;609;551;647;507;535;
14917093;577;710;575;740;693;547;
14917094;487;542;726;506;660;578;
14917095;653;479;719;631;721;604;
14917096;638;708;620;532;707;572;
14917097;568;601;706;684;538;502;
14917098;744;640;737;608;669;679;
14917099;720;682;510;695;713;735;
14917100;562;615;740;530;536;710;
14917101;659;739;707;568;520;663;
14917102;665;613;554;660;586;617;
14917103;687;579;506;673;477;701;
14917104;641;722;672;676;707;674;
14917105;701;518;578;690;614;639;
14917106;689;562;668;646;656;713;
14917107;598;570;616;677;480;727;
14917108;543;692;596;615;655;638;
14917109;605;545;609;526;511;605;
14917110;489;737;649;592;716;512;
14917111;521;654;599;714;589;504;
14917112;676;713;640;581;639;685;
14917113;598;748;626;719;612;570;
14917114;606;506;641;504;557;717;
14917115;635;571;703;573;728;708;
14917116;610;498;611;498;737;726;
14917117;528;703;688;733;533;616;
14917118;667;696;613;582;664;514;
14917119;678;559;545;608;629;667;
14917120;574;553;487;566;651;505;
14917121;523;510;528;699;533;515;
14917122;714;626;507;691;648;605;
14917123;557;564;551;695;712;504;
14917124;735;639;629;569;536;507;
14917125;486;635;585;498;490;485;
14917126;528;578;560;622;566;658;
14917127;662;530;574;694;746;747;
14917128;548;592;601;664;537;562;
14917129;694;561;490;572;655;551;
14917130;604;666;475;478;730;530;
14917131;528;547;673;653;694;488;
14917132;560;645;583;699;628;579;
14917133;736;742;696;586;655;522;
14917134;713;638;648;492;735;593;
14917135;608;628;508;648;631;527;
14917136;703;724;640;625;626;623;
14917137;678;476;518;511;700;711;
14917138;615;685;742;600;560;647;
14917139;688;562;574;585;579;559;
14917140;703;712;476;501;649;673;
14917141;593;601;646;482;515;522;
14917142;631;719;523;714;519;512;
14917143;714;699;723;706;548;532;
14917144;642;525;620;741;636;488;
14917145;589;628;490;591;654;664;
14917146;513;497;555;684;544;595;
14917147;495;740;603;583;703;647;
14917148;621;707;595;633;662;709;
14917149;690;553;483;599;583;684;
14917150;653;698;562;668;538;505;
14917151;621;576;527;701;549;637;
14917152;586;570;626;714;718;619;
14917153;651;588;575;495;746;486;
14917154;729;726;604;502;614;476;
14917155;711;516;699;522;749;526;
14917156;553;620;667;645;610;742;
14917157;531;721;601;723;725;568;
14917158;591;625;722;691;645;481;
14917159;742;664;732;635;691;636;
14917160;676;691;677;665;739;716;
14917161;716;581;625;673;475;484;
14917162;704;572;731;554;584;705;
14917163;687;700;579;698;680;513;
14917164;705;711;702;726;635;682;
14917165;611;560;623;578;514;651;
14917166;543;520;481;693;718;521;
14917167;702;671;658;722;514;491;
14917168;716;726;480;584;714;685;
14917169;623;668;685;614;643;569;
14917170;586;544;695;734;647;498;
14917171;674;715;543;680;657;510;
14917172;490;648;746;674;660;509;
14917173;690;625;525;736;499;488;
14917174;670;647;721;645;550;613;
14917175;503;661;682;487;684;578;
14917176;511;647;582;579;576;528;
14917177;655;632;742;650;555;651;
14917178;725;534;565;539;519;589;
14917179;592;479;525;562;689;601;
14917180;700;717;551;672;730;525;
14917181;539;490;697;647;634;563;
14917182;740;578;720;731;478;564;
14917183;631;492;663;722;556;748;
14917184;560;713;516;611;524;730;
14917185;501;513;696;617;710;715;
14917186;667;539;730;614;475;654;
14917187;742;740;481;711;721;524;
14917188;564;641;581;476;612;702;
14917189;513;738;664;554;638;713;
14917190;533;704;476;519;570;475;
14917191;483;487;539;503;666;539;
14917192;682;657;569;728;657;579;
14917193;542;746;745;648;511;647;
14917194;600;590;634;513;669;561;
14917195;516;728;514;517;536;609;
14917196;557;544;661;622;572;576;
14917197;726;543;522;584;521;704;
14917198;688;588;739;683;485;540;
14917199;579;650;655;502;729;573;
14917200;588;494;590;667;576;651;
14917201;565;658;485;476;569;582;
14917202;617;585;651;705;694;737;
14917203;658;632;614;687;604;664;
14917204;516;708;564;696;735;542;
14917205;558;612;601;714;568;742;
14917206;654;658;689;704;699;508;
14917207;536;606;658;476;560;641;
14917208;502;507;522;641;719;651;
14917209;554;524;648;643;509;672;
14917210;750;633;573;640;596;666;
14917211;631;539;614;570;493;562;
14917212;643;594;693;590;635;542;
14917213;480;662;575;568;552;543;
14917214;744;631;633;682;564;667;
14917215;603;603;549;702;493;710;
14917216;657;689;499;520;548;557;
14917217;648;480;716;630;635;600;
14917218;698;641;511;522;734;588;
14917219;630;491;508;512;738;597;
14917220;705;591;490;543;582;508;
14917221;503;488;486;567;534;600;
14917222;649;707;645;614;626;530;
14917223;503;573;696;539;620;719;
14917224;692;540;499;725;617;487;
14917225;612;571;643;627;640;750;
14917226;700;668;487;475;524;586;
14917227;600;698;582;495;601;734;
14917228;550;629;596;535;733;506;
14917229;543;674;571;567;688;713;
14917230;619;549;574;511;701;503;
14917231;550;690;736;603;691;509;
14917232;714;540;732;586;600;622;
14917233;609;675;540;730;499;562;
14917234;485;567;525;621;660;738;
14917235;584;528;577;723;605;567;
14917236;475;680;507;736;532;723;
14917237;494;536;552;515;647;678;
14917238;702;505;642;531;524;667;
14917239;618;575;483;668;721;708;
14917240;695;594;486;521;566;656;
14917241;614;606;585;646;631;683;
14917242;658;690;744;735;730;680;
14917243;702;721;750;594;501;523;
14917244;510;684;623;558;601;594;
14917245;516;586;477;567;632;569;
14917246;748;495;740;622;706;621;
14917247;594;613;560;587;638;580;
14917248;516;589;550;555;708;617;
14917249;604;507;550;516;591;717;
14917250;675;672;552;678;488;709;
14917251;536;525;494;525;712;725;
14917252;671;556;588;481;668;475;
14917253;586;750;589;661;554;587;
14917254;567;723;619;643;489;499;
14917255;649;689;696;726;656;749;
14917256;724;717;523;743;492;525;
14917257;718;688;606;595;694;523;
14917258;595;569;562;749;480;682;
14917259;585;612;654;494;504;708;
14917260;558;678;687;544;693;592;
14917261;542;667;559;631;699;576;
14917262;681;666;513;536;510;497;
14917263;624;670;591;476;669;636;
14917264;683;543;498;626;562;567;
14917265;584;646;535;520;479;477;
14917266;637;546;709;485;742;658;
14917267;586;712;613;665;537;689;
14917268;687;687;608;567;688;566;
14917269;729;660;635;516;535;486;
14917270;648;644;697;708;729;701;
14917271;475;656;537;749;666;528;
14917272;696;542;530;559;732;592;
14917273;537;708;568;710;524;545;
14917274;526;542;730;686;623;515;
14917275;737;521;724;684;478;743;
14917276;674;518;648;736;517;603;
14917277;554;738;670;609;586;651;
14917278;490;648;648;584;608;738;
14917279;654;659;529;674;634;718;
14917280;478;660;528;491;593;571;
14917281;483;517;615;656;542;657;
14917282;509;621;684;704;519;520;
14917283;645;535;733;542;644;590;
14917284;529;587;538;624;510;737;
14917285;631;513;647;684;530;529;
14917286;504;578;611;644;484;679;
14917287;590;558;589;564;551;634;
14917288;609;721;694;591;553;627;
14917289;747;647;739;534;520;539;
14917290;521;716;577;733;649;672;
14917291;511;679;500;688;612;549;
14917292;656;492;672;494;581;748;
14917293;693;479;483;636;595;561;
14917294;552;591;497;541;691;583;
14917295;605;501;548;747;483;723;
14917296;709;559;691;498;496;592;
14917297;572;677;649;493;737;479;
14917298;530;679;483;538;605;644;
14917299;664;682;524;687;748;740;
14917300;519;642;490;632;679;498;
14917301;644;677;623;584;700;684;
14917302;742;561;611;640;619;597;
14917303;685;674;565;733;502;695;
14917304;666;731;627;716;667;664;
14917305;705;475;596;485;673;524;
14917306;548;566;726;696;716;715;
14917307;630;707;525;530;636;669;
14917308;692;610;632;506;633;659;
14917309;727;548;640;643;513;596;
14917310;556;508;637;677;518;559;
14917311;490;591;650;505;537;615;
14917312;745;732;611;519;511;537;
14917313;477;492;712;635;523;594;
14917314;543;539;668;748;707;706;
14917315;594;553;739;480;519;546;
14917316;564;535;663;503;565;489;
14917317;644;600;510;544;644;586;
14917318;646;687;603;608;571;691;
14917319;727;639;480;644;637;476;
14917320;640;520;594;668;525;639;
14917321;740;654;739;692;682;593;
14917322;746;615;718;505;685;652;
14917323;616;580;588;744;713;684;
14917324;684;730;612;729;623;538;
14917325;495;552;583;614;746;673;
14917326;542;499;576;530;480;508;
14917327;649;475;648;656;505;622;
14917328;557;686;728;710;679;730;
14917329;643;652;709;545;671;622;
14917330;608;731;699;481;594;734;
14917331;679;702;522;505;481;567;
14917332;578;695;567;475;601;637;
14917333;623;723;572;640;683;540;
14917334;659;575;482;618;685;678;
14917335;529;543;658;517;589;541;
14917336;541;517;532;628;547;539;
14917337;721;650;523;537;691;649;
14917338;740;603;622;561;532;554;
14917339;667;716;694;674;623;629;
14917340;641;677;737;588;484;575;
14917341;694;550;657;476;743;494;
14917342;580;713;709;628;540;649;
14917343;567;529;541;714;655;598;
14917344;557;611;564;540;534;712;
14917345;734;740;679;720;577;728;
14917346;584;561;567;491;562;559;
14917347;510;707;522;744;584;627;
14917348;683;716;721;749;679;625;
14917349;597;525;526;726;591;585;
14917350;727;614;615;695;624;481;
14917351;672;733;567;488;513;694;
14917352;573;588;650;660;622;524;
14917353;536;594;489;506;592;734;
14917354;696;478;548;747;493;704;
14917355;622;746;568;526;690;717;
14917356;532;652;699;665;665;502;
14917357;608;527;655;548;476;526;
14917358;637;537;685;691;608;567;
14917359;714;594;570;512;630;629;
14917360;741;501;664;558;552;643;
14917361;524;650;544;513;564;499;
14917362;580;737;551;484;534;553;
14917363;576;736;655;510;677;553;
14917364;602;640;672;738;677;551;
14917365;616;668;618;529;515;735;
14917366;737;605;634;531;643;487;
14917367;555;512;750;671;521;533;
14917368;513;662;519;694;738;485;
14917369;496;589;650;733;616;577;
14917370;573;521;534;716;615;614;
14917371;741;602;744;664;658;676;
14917372;677;502;713;676;698;524;
14917373;498;737;475;582;720;738;
14917374;592;505;577;492;487;482;
14917375;634;585;529;733;591;669;
14917376;596;581;560;630;494;743;
14917377;595;696;534;558;661;482;
14917378;647;685;508;647;556;477;
14917379;635;674;507;501;731;559;
14917380;548;654;709;602;636;549;
14917381;561;521;655;646;716;715;
14917382;679;561;700;502;684;611;
14917383;549;580;585;582;516;666;
14917384;624;716;629;696;506;649;
14917385;504;580;552;739;747;477;
14917386;577;557;564;522;493;529;
14917387;486;737;615;711;488;588;
14917388;611;603;693;485;710;499;
14917389;677;624;740;595;569;496;
14917390;494;639;641;611;667;637;
14917391;614;493;484;703;540;502;
14917392;521;591;528;662;552;581;
14917393;499;728;709;482;739;709;
14917394;546;705;582;535;549;716;
14917395;596;608;604;486;745;560;
14917396;689;648;579;698;600;684;
14917397;489;646;525;582;597;642;
14917398;688;662;619;687;709;607;
14917399;685;504;561;556;604;676;
14917400;521;726;533;691;501;567;
14917401;500;479;740;644;702;629;
14917402;578;480;565;668;587;727;
14917403;559;565;638;703;541;636;
14917404;560;475;665;686;556;559;
14917405;611;642;574;710;622;600;
14917406;526;648;645;556;581;596;
14917407;710;724;602;564;641;478;
14917408;541;725;568;744;718;674;
14917409;630;527;674;584;502;519;
14917410;668;639;727;491;638;598;
14917411;657;689;535;551;534;642;
14917412;712;534;615;603;623;546;
14917413;607;729;520;740;723;487;
14917414;664;642;579;627;475;607;
14917415;712;709;535;688;725;698;
14917416;575;671;676;636;747;736;
14917417;567;709;559;747;561;747;
14917418;542;733;726;628;723;738;
14917419;680;636;629;509;552;629;
14917420;681;513;627;505;490;602;
14917421;728;591;522;693;516;559;
14917422;718;608;557;526;604;643;
14917423;523;712;626;538;589;638;
14917424;525;518;563;679;592;640;
14917425;597;562;719;750;592;734;
14917426;641;609;574;728;552;615;
14917427;536;519;512;618;611;642;
14917428;551;699;643;742;486;521;
14917429;629;576;604;481;504;722;
14917430;646;666;573;614;665;731;
14917431;638;595;589;737;573;706;
14917432;642;634;515;679;542;691;
14917433;610;618;639;502;649;690;
14917434;588;527;515;718;533;584;
14917435;689;744;499;551;648;730;
14917436;531;535;574;686;561;672;
14917437;681;728;596;721;697;663;
14917438;661;596;570;589;664;744;
14917439;528;501;560;608;744;658;
14917440;717;722;651;742;523;588;
14917441;485;619;688;584;554;499;
14917442;506;525;516;627;495;502;
14917443;539;722;624;674;600;537;
14917444;667;694;563;476;551;557;
14917445;659;558;528;599;589;616;
14917446;713;599;485;690;708;604;
14917447;478;739;654;520;655;715;
14917448;587;483;726;736;682;575;
14917449;562;598;558;691;639;635;
14917450;497;547;718;590;672;596;
14917451;496;674;720;506;653;677;
14917452;675;657;706;619;742;610;
14917453;623;578;619;598;604;550;
14917454;738;691;714;546;631;602;
14917455;746;693;675;477;573;636;
14917456;598;594;599;567;665;501;
14917457;493;589;683;724;497;674;
14917458;624;645;542;492;532;671;
14917459;567;520;651;530;631;572;
14917460;658;626;514;622;628;652;
14917461;547;515;495;671;607;685;
14917462;737;665;564;710;679;586;
14917463;673;552;521;740;569;578;
